date,t,R0=0.5,R0=1,R0=1.1,R0=1.2,infetti_reali
2021-01-09,320,10.183155626824222,36873.444369095654,120810.5893152902,239725.37874610492,
2021-01-10,321,9.81724842097111,36671.047886962195,120348.01190092694,238035.7805549444,
2021-01-11,322,9.46448919769121,36469.44748572796,119883.37536837427,236342.5815547301,
2021-01-12,323,9.124405520864114,36268.64402254857,119416.73381916067,234646.15389909828,
2021-01-13,324,8.79654193439102,36068.638292961696,118948.14118815493,232946.86492660467,
2021-01-14,325,8.4804593369854,35869.43103164349,118477.65123015194,231245.07708935277,
2021-01-15,326,8.175734398006144,35671.022913166744,118005.317509915,229541.14753832095,
2021-01-16,327,7.881959011083236,35473.41455276049,117531.19339240814,227835.42817564917,
2021-01-17,328,7.5987397384976845,35276.60650707131,117055.33203322023,226128.26592092947,
2021-01-18,329,7.325697270176388,35080.5992749261,116577.78636918312,224420.00244264957,
2021-01-19,330,7.06246591925786,34885.39329809654,116098.60910918552,222710.97409815041,
2021-01-20,331,6.808693149611902,34690.9889620651,115617.8527251847,221001.51187895786,
2021-01-21,332,6.564039097026182,34497.38659334579,115135.5694434175,219291.94136147198,
2021-01-22,333,6.328176101055258,34304.586449562375,114651.81123499252,217582.5826584754,
2021-01-23,334,6.100788269446081,34112.58874393037,114166.62980053604,215873.75036460918,
2021-01-24,335,5.881571069538571,33921.393637174784,113680.07657228173,214165.75354793947,
2021-01-25,336,5.670230915663399,33731.00123662563,113192.20270400448,212458.8957129224,
2021-01-26,337,5.466484764026771,33541.4115969248,112703.05906161822,210753.47477496087,
2021-01-27,338,5.270059736603938,33352.624720732485,112212.69621543864,209049.78304162787,
2021-01-28,339,5.0806927677675455,33164.64055943285,111721.16443263822,207348.1071990025,
2021-01-29,340,4.898130248759354,32977.4590138394,111228.51366989392,205648.72829986844,
2021-01-30,341,4.722127677116874,32791.07993489958,110734.79356622719,203951.92160734985,
2021-01-31,342,4.552449331922822,32605.503124399023,110240.05343603634,202257.95671026723,
2021-02-01,343,4.388867968182832,32420.728335665135,109744.34226232074,200567.09757694998,
2021-02-02,344,4.231164510491845,32236.755274270152,109247.70869009651,198879.60250291045,
2021-02-03,345,4.079127749654396,32053.58359873369,108750.2010198855,197195.72411670777,
2021-02-04,346,3.932554062283352,31871.21292122469,108251.86720086838,195515.7093896598,
2021-02-05,347,3.7912471464634767,31689.642800315083,107752.75482593721,193839.79964932965,
2021-02-06,348,3.6550177578184933,31508.872746644123,107252.91112556543,192168.23057337795,
2021-02-07,349,3.5236834469677274,31328.9022324712,106752.38296204554,190501.23217315463,
2021-02-08,350,3.3970683174225136,31149.73068581847,106251.21682401972,188839.02889597716,
2021-02-09,351,3.2750027969488458,30971.35749111971,105749.45882119366,187181.83961748728,
2021-02-10,352,3.15732341017732,30793.781989867,105247.15467923215,185529.87766706836,
2021-02-11,353,3.043872551395985,30617.00348125525,104744.34973483451,183883.3508582598,
2021-02-12,354,2.9344982755177607,30441.021222824656,104241.08893098876,182242.4615220127,
2021-02-13,355,2.8290541003129897,30265.834431100946,103737.4168124018,180607.40653997462,
2021-02-14,356,2.7273988105119606,30091.442282233536,103233.3775211042,178978.37734149126,
2021-02-15,357,2.6293962611752577,29917.843912631546,102729.01479287673,177355.559987882,
2021-02-16,358,2.5349151972181923,29745.038419597637,102224.37195551123,175739.13521427862,
2021-02-17,359,2.4438290823386253,29573.02486195977,101719.49192055535,174129.27846364808,
2021-02-18,360,2.3560159302582644,29401.802260700788,101214.41718112661,172526.15993242242,
2021-02-19,361,2.2713581345531764,29231.36959865208,100709.18980872614,170929.94461804305,
2021-02-20,362,2.189742312836812,29061.725814159636,100203.85144991026,169340.79236831373,
2021-02-21,363,2.1110591587741134,28892.869813562884,99698.44332312587,167758.85793072867,
2021-02-22,364,2.035203296708444,28724.80046898012,99193.00621570606,166184.2910043779,
