date,t,R0=0.5,R0=1,R0=1.1,R0=1.2,infetti_reali
2020-11-11,261,88.21545402198457,50153.480925078184,142499.24088397136,317956.6731327509,
2020-11-12,262,85.04565483823414,49908.26135075441,142253.29091327323,317226.3367367293,
2020-11-13,263,81.9897539470848,49663.651874289404,142002.23554585737,316467.95422562823,
2020-11-14,264,79.04365878650765,49419.65826747302,141746.11614512658,315681.8458840922,
2020-11-15,265,76.20342377257873,49176.28619968118,141484.97469911684,314868.34036335227,
2020-11-16,266,73.46524503750733,48933.54123854052,141218.8538068634,314027.77439919556,
2020-11-17,267,70.82545556558495,48691.42885060839,140947.79666450227,313160.49260233226,
2020-11-18,268,68.280520055693,48449.95440206817,140671.84705125945,312266.84768334654,
2020-11-19,269,65.82703017103448,48209.123159439776,140391.0493153365,311347.19942881673,
2020-11-20,270,63.46169999344588,47968.94029030555,140105.44835970158,310401.91457545693,
2020-11-21,271,61.18136182092419,47729.41086405145,139815.0896277941,309431.36660504097,
2020-11-22,272,58.98296173599206,47490.53985262347,139520.01908915362,308435.9354541753,
2020-11-23,273,56.863555496797396,47252.33213129943,139220.28322498137,307416.007221448,
2020-11-24,274,54.82030461033927,47014.79246322082,138915.92902052336,306371.9738722238,
2020-11-25,275,52.850472701339186,46777.92550225833,138607.00394763556,305304.23294290004,
2020-11-26,276,50.9514216897765,46541.73582557071,138293.55594227763,304213.1874979848,
2020-11-27,277,49.120608236636684,46306.22791531921,137975.63339539277,303099.24567648495,
2020-11-28,278,47.35558035189644,46071.40615921528,137653.28513851276,301962.8202286539,
2020-11-29,279,45.653974256841074,45837.274851252056,137326.56042938083,300804.32835281926,
2020-11-30,280,44.01351108728675,45603.83819244704,136995.5089376053,299624.1914053178,
2020-12-01,281,42.43199381900294,45371.100291596114,136660.1807303575,298422.8346112369,
2020-12-02,282,40.907304337724405,45139.06516603869,136320.62625812698,297200.68677628465,
2020-12-03,283,39.437400727682295,44907.73674243413,135976.8963405482,295958.180000112,
2020-12-04,284,38.020314428422196,44677.11885754951,135629.04215231267,294695.74941144563,
2020-12-05,285,36.65414757507822,44447.21525905848,135277.1152089971,293413.8329231464,
2020-12-06,286,35.337070467558824,44218.029606351425,134921.16731590364,292112.87087207305,
2020-12-07,287,34.067319227240205,43989.56547135691,134561.25058172902,290793.30577549647,
2020-12-08,288,32.84319334514798,43761.82633757111,134197.41742975867,289455.5820617817,
2020-12-09,289,31.663053381034626,43534.815576621484,133829.7205624001,288100.1458019417,
2020-12-10,290,30.525318777422587,43308.5364850581,133458.21294687453,286727.44444514974,
2020-12-11,291,29.428465834341964,43082.99228106832,133082.94780100416,285337.92655854434,
