date,t,R0=0.5,R0=1,R0=1.1,R0=1.2,infetti_reali
2020-10-21,240,1493.8038217406822,60628.31383467808,122352.84037389513,238879.92494547227,
2020-10-22,241,1457.989914773638,60508.36092399229,122572.09876899165,240041.77362916482,
2020-10-23,242,1423.034588387688,60388.24831130035,122789.80273779662,241200.59611885934,
2020-10-24,243,1388.9172603376794,60267.978734549884,123005.93977517274,242356.2581643019,
2020-10-25,244,1355.6178436480548,60147.55492493009,123220.4974427772,243508.6248956444,
2020-10-26,245,1323.116733372108,60026.979606776316,123433.46337069348,244657.56085229394,
2020-10-27,246,1291.3947953724708,59906.255497475744,123644.82525906933,245802.93001240422,
2020-10-28,247,1260.433351384222,59785.38530837617,123854.57087976062,246944.5958230122,
2020-10-29,248,1230.2141700128302,59664.371743991294,124062.68807798148,248082.42122536933,
2020-10-30,249,1200.7194585583723,59543.21750078402,124269.164743661,249216.26862762208,
2020-10-31,250,1171.9318513238907,59421.925267956925,124473.98882698746,250346.00001740266,
2020-11-01,251,1143.834399668165,59300.49772736759,124677.14838471184,251471.47698283952,
2020-11-02,252,1116.4105587073311,59178.937553445285,124878.63155143171,252592.560731019,
2020-11-03,253,1089.6441795042372,59057.24741310915,125078.42654106731,253709.1121207046,
2020-11-04,254,1063.5195016985112,58935.42996568776,125276.52164839859,254820.99169562024,
2020-11-05,255,1038.0211431830928,58813.487862840084,125472.90525060397,255928.05971829788,
2020-11-06,256,1013.1340912844239,58691.42374847801,125667.56580880158,257030.17620448847,
2020-11-07,257,988.8436909260427,58569.240258690224,125860.49186959189,258127.2009581359,
2020-11-08,258,965.1356378522227,58446.940021667666,126051.67206660284,259218.99360691357,
2020-11-09,259,941.9959719875725,58324.5256576305,126241.09512203654,260305.41360906407,
2020-11-10,260,919.411068321861,58201.999778756515,126428.74984821821,261386.32025678537,
2020-11-11,261,897.367629089286,58079.36498911119,126614.62514914702,262461.57281380025,
2020-11-12,262,875.8526732361196,57956.62388457929,126798.71002204879,263531.03050629917,
2020-11-13,263,854.8535305420336,57833.77905279799,126980.99355893086,264594.55255728343,
2020-11-14,264,834.3578356397819,57710.833073091606,127161.46494813879,265651.9982238098,
2020-11-15,265,814.3535199670368,57587.788516408065,127340.11346975353,266703.2268346729,
2020-11-16,266,794.8288048310543,57464.64794525684,127516.9284498925,267748.0978285199,
2020-11-17,267,775.7721920391483,57341.41391364861,127691.89934430788,268786.4707923935,
2020-11-18,268,757.1724587989984,57218.088965743875,127865.01572024751,269818.2055006992,
2020-11-19,269,739.0186523352417,57094.67563282449,128036.26724650455,270843.1619533912,
2020-11-20,270,721.3000827835081,56971.176441061,128205.64369481908,271861.20034518646,
2020-11-21,271,704.0063170397708,56847.59390817015,128373.13494127711,272872.18117091357,
2020-11-22,272,687.1271704274182,56723.93054290512,128538.73096770677,273875.9652921098,
2020-11-23,273,670.6527022734159,56600.18884499281,128702.42186307198,274872.4139456695,
2020-11-24,274,654.5732110643856,56476.371305072484,128864.19782486337,275861.3887835469,
2020-11-25,275,638.8792281725881,56352.48040463568,129024.04916048654,276842.75191272283,
2020-11-26,276,623.5615124007409,56228.518615967325,129181.96628864779,277816.36593542463,
2020-11-27,277,608.611042572891,56104.48840208831,129337.93974073693,278782.09398959205,
2020-11-28,278,594.0190136968685,55980.392216699285,129491.9601622077,279739.7997895796,
2020-11-29,279,579.7768326076877,55856.23250412581,129644.01831395534,280689.3476670861,
2020-11-30,280,565.8761124280962,55732.01169926485,129794.1050736915,281630.6025968314,
2020-12-01,281,552.3086677298253,55607.73222753259,129942.21143731673,282563.43017323944,
2020-12-02,282,539.0665079475112,55483.39650481364,130088.32849052636,283487.69676660205,
2020-12-03,283,526.141834049669,55359.00693741159,130232.44741013179,284403.2695277151,
2020-12-04,284,513.5270346220658,55234.56592200092,130374.55953250315,285310.01641907246,
2020-12-05,285,501.21468097683055,55110.075845580286,130514.656315614,286207.80625525163,
2020-12-06,286,489.1975228601187,54985.53908542726,130652.72933963667,287096.5087433372,
2020-12-07,287,477.4684825991151,54860.9580090544,130788.77030812118,287975.9945233685,
2020-12-08,288,466.0206522140232,54736.33497416674,130922.77104916696,288846.1352087988,
2020-12-09,289,454.84728989844865,54611.67232846382,131054.7235165866,289706.80342695274,
2020-12-10,290,443.9418157011198,54486.97240605368,131184.61979106252,290557.8728594683,
2020-12-11,291,433.29780771793577,54362.23753240984,131312.4520812958,291399.21824075497,
2020-12-12,292,422.90899689174375,54237.470024283706,131438.2127251475,292230.71540597343,
2020-12-13,293,412.76926450675415,54112.67218828128,131561.89419077276,293052.24139222206,
2020-12-14,294,402.87263902698805,53987.84632081932,131683.48907774693,293863.67444312404,
2020-12-15,295,393.213292283542,53862.994708082675,131802.99011818456,294664.894046041,
2020-12-16,296,383.78553609606007,53738.119625982625,131920.3901778506,295455.7809706519,
2020-12-17,297,374.5838176536224,53613.22334011632,132035.68225726424,296236.21730730584,
2020-12-18,298,365.60271734075155,53488.308105727345,132148.85948886964,297006.0865051355,
2020-12-19,299,356.83694589863467,53363.37616766736,132259.91508844998,297765.27340991405,
2020-12-20,300,348.28134105871453,53238.42976035881,132368.84243281986,298513.6643016423,
2020-12-21,301,339.93086454489134,53113.47110775872,132475.63505032766,299251.14692854387,
2020-12-22,302,331.78059797159136,52988.502423323655,132580.2866068626,299977.61049982026,
2020-12-23,303,323.8257409572664,52863.52590997569,132682.7909067445,300692.94578024914,
2020-12-24,304,316.0616085764363,52738.54376006954,132783.14189360235,301397.0451208209,
2020-12-25,305,308.4836283873214,52613.558155360755,132881.33365123966,302089.8024821497,
2020-12-26,306,301.08733777162644,52488.57126697506,132977.3604044884,302771.1134689512,
2020-12-27,307,293.8683802927763,52363.58525537876,133071.2165200503,303440.8753640273,
2020-12-28,308,286.8225040586571,52238.602270350246,133162.89650732602,304098.9871617301,
2020-12-29,309,279.94555943556577,52113.624450952695,133252.3950192322,304745.3496008835,
2020-12-30,310,273.23349642372074,51988.65392550776,133339.7068530061,305379.8651971348,
2020-12-31,311,266.68236229639405,51863.69281054804,133424.82695099828,306002.438274713,
2021-01-01,312,260.28829836748315,51738.74321083626,133507.75040145288,306612.974997566,
2021-01-02,313,254.04753857032293,51613.80722166786,133588.47243927573,307211.3834008904,
2021-01-03,314,247.95640740739313,51488.88692745315,133666.98844679026,307797.5734238287,
2021-01-04,315,242.0113176329514,51363.984401670336,133743.2939341356,308371.45693269034,
2021-01-05,316,236.2087681576328,51239.10170684091,133817.3845280125,308932.9477515957,
2021-01-06,317,230.54534118004938,51114.24089450604,133889.2560379258,309481.9616905244,
2021-01-07,318,225.01770095291383,50989.40400520374,133958.90442284432,310018.4165722549,
