date,t,s,i,r
2020-09-27,216,59002862.30667582,524.8918462847372,996612.8014779262
2020-09-28,217,59002862.25763341,500.5306577942059,996637.2117088262
2020-09-29,218,59002862.21262288,477.29839997127743,996660.4889771786
2020-09-30,219,59002862.17131311,455.14289855997447,996682.6857883604
2020-10-01,220,59002862.13340019,434.0143790088439,996703.8522208316
2020-10-02,221,59002862.09860502,413.86535638004,996724.0360386333
2020-10-03,222,59002862.0666714,394.6505316572669,996743.2827969764
2020-10-04,223,59002862.037364095,376.32669165792856,996761.6359442798
2020-10-05,224,59002862.01046709,358.85261319723224,996779.1369197477
2020-10-06,225,59002861.98578204,342.1889724681824,996795.8252455221
2020-10-07,226,59002861.96312731,326.29826026950184,996811.738612461
2020-10-08,227,59002861.942335926,311.14469574684966,996826.9129683609
2020-10-09,228,59002861.92325461,296.69414781344955,996841.3825976161
2020-10-10,229,59002861.90574281,282.914061971857,996855.1801952574
2020-10-11,230,59002861.88967149,269.77338599458534,996868.3369425511
2020-10-12,231,59002861.874922134,257.2425008586034,996880.8825770462
2020-10-13,232,59002861.86138604,245.29315581078285,996892.8454581929
2020-10-14,233,59002861.84896347,233.89840513576866,996904.2526314323
2020-10-15,234,59002861.83756283,223.03254736804186,996915.1298898439
2020-10-16,235,59002861.82710002,212.67106889164162,996925.5018311255
2020-10-17,236,59002861.81749798,202.79059059557005,996935.3919114602
2020-10-18,237,59002861.808685906,193.3688135241618,996944.8225006133
2020-10-19,238,59002861.80059876,184.3844697717382,996953.814931509
2020-10-20,239,59002861.79317697,175.81727598986288,996962.3895470819
2020-10-21,240,59002861.78636581,167.64788690516104,996970.5657473295
2020-10-22,241,59002861.78011501,159.85785201045738,996978.3620330205
2020-10-23,242,59002861.7743785,152.42957539316774,996985.7960461488
2020-10-24,243,59002861.76911398,145.346275710386,996992.8846103456
2020-10-25,244,59002861.76428262,138.5919480751339,996999.6437693441
2020-10-26,245,59002861.759848766,132.15132892147798,997006.0888223519
2020-10-27,246,59002861.75577974,126.00986216250323,997012.2343581339
2020-10-28,247,59002861.752045535,120.15366550622633,997018.0942890034
2020-10-29,248,59002861.748618565,114.56949969191118,997023.6818817835
2020-10-30,249,59002861.74547359,109.24473945578434,997029.0097869955
2020-10-31,250,59002861.74258741,104.16734427218456,997034.0900683654
2020-11-01,251,59002861.739938706,99.32583137618553,997038.9342299646
2020-11-02,252,59002861.737507954,94.70925079525607,997043.5532412956
2020-11-03,253,59002861.735277236,90.30716011411944,997047.9575627006
2020-11-04,254,59002861.73323007,86.10960077757207,997052.1571692016
2020-11-05,255,59002861.73135136,82.10707619641875,997056.1615724918
2020-11-06,256,59002861.72962726,78.29053038675794,997059.9798424067
2020-11-07,257,59002861.72804503,74.65132708731153,997063.6206279328
2020-11-08,258,59002861.726593,71.18123057455038,997067.0921764743
2020-11-09,259,59002861.72526047,67.87238755959216,997070.4023520241
2020-11-10,260,59002861.724037595,64.71730882675334,997073.5586536317
2020-11-11,261,59002861.72291535,61.70885248556784,997076.5682322173
2020-11-12,262,59002861.72188546,58.84020838896754,997079.4379062033
2020-11-13,263,59002861.72094033,56.1048823071782,997082.1741774178
2020-11-14,264,59002861.72007298,53.49668122154273,997084.7832458579
2020-11-15,265,59002861.719277,51.00969971854722,997087.271023337
2020-11-16,266,59002861.71854653,48.63830655533326,997089.6431469683
2020-11-17,267,59002861.71787618,46.37713170072946,997091.9049921759
2020-11-18,268,59002861.717260994,44.22105441805554,997094.0616846454
2020-11-19,269,59002861.71669643,42.165191930121715,997096.1181116902
2020-11-20,270,59002861.71617834,40.20488797739705,997098.0789337369
2020-11-21,271,59002861.715702884,38.335702419303544,997099.9485947523
2020-11-22,272,59002861.715266556,36.55340151224255,997101.7313319864
2020-11-23,273,59002861.71486614,34.85394801099767,997103.4311859042
2020-11-24,274,59002861.71449868,33.23349204810738,997105.0520093304
2020-11-25,275,59002861.714161456,31.68836269162855,997106.5974759081
2020-11-26,276,59002861.71385199,30.215059506938722,997108.0710885596
2020-11-27,277,59002861.713567995,28.810244525953756,997109.4761875381
2020-11-28,278,59002861.71330737,27.47073485715741,997110.8159578318
2020-11-29,279,59002861.713068195,26.193495566711057,997112.0934362967
2020-11-30,280,59002861.71284871,24.97563258712832,997113.3115187659
2020-12-01,281,59002861.71264728,23.814386257109835,997114.4729665219
