date,t,R0=0.5,R0=1,R0=1.1,R0=1.2,infetti_reali
2021-01-10,321,9.50128278554683,36274.58722109105,120631.98848848829,242160.14031266936,
2021-01-11,322,9.160098671101592,36080.520651000304,120193.20388178172,240496.47088071748,
2021-01-12,323,8.831166228481896,35887.18683074225,119752.18325259944,238828.35287067888,
2021-01-13,324,8.51404550229545,35694.5867833919,119308.97877816681,237156.16358742726,
2021-01-14,325,8.208312338155887,35502.72147438078,118863.64252317947,235480.27577818953,
2021-01-15,326,7.913557829449249,35311.59181216069,118416.22642897331,233801.05753276916,
2021-01-16,327,7.6293877406623665,35121.19864886911,117966.78230279205,232118.87218869408,
2021-01-17,328,7.355421987180683,34931.542780996366,117515.36180715192,230434.07825245065,
2021-01-18,329,7.091294134664974,34742.62495005456,117062.01645007159,228747.02939476026,
2021-01-19,330,6.836650922021054,34554.445843248155,116606.7976139098,227058.07426634734,
2021-01-20,331,6.591151762782683,34367.00609414633,116149.75650817844,225367.55644713246,
2021-01-21,332,6.354468295692399,34180.30628335706,115690.94414601456,223675.81439222067,
2021-01-22,333,6.126283951793801,33994.34693920289,115230.41135103615,221983.18137023086,
2021-01-23,334,5.9062935430666625,33809.128538398516,114768.20874804941,220289.98540635512,
2021-01-24,335,5.69420283134907,33624.651502640794,114304.38675388902,218596.5492300247,
2021-01-25,336,5.489728140043969,33440.91619063264,113838.99556839123,216903.1902280347,
2021-01-26,337,5.292595979785806,33257.92292115164,113372.08516550016,215210.22042037675,
2021-01-27,338,5.102542693666601,33075.67196438704,112903.70528450688,213517.9464021187,
2021-01-28,339,4.919314084590879,32894.16354144307,112433.9054365186,211826.6693076253,
2021-01-29,340,4.742665079772245,32713.397824964326,111962.73490089807,210136.68478552625,
2021-01-30,341,4.572359407064413,32533.374939760964,111490.24268311365,208448.28297251978,
2021-01-31,342,4.408169288963015,32354.094963433683,111016.47752439132,206761.74847090748,
2021-02-01,343,4.249875120508225,32175.557926998546,110541.4878944026,205077.3603296912,
2021-02-02,344,4.097265179375786,31997.76381551164,110065.3219838176,203395.3920296617,
2021-02-03,345,3.9501353460282664,31820.712568693543,109588.02769701458,201716.1115460293,
2021-02-04,346,3.808288839761134,31644.40408155359,109109.65264494607,200039.78129676823,
2021-02-05,347,3.671535940326486,31468.83820501402,108630.24413816124,198366.65809527264,
2021-02-06,348,3.539693737406641,31294.01474653387,108149.8491838202,196696.9931862247,
2021-02-07,349,3.412585888664014,31119.933470732765,107668.5144932823,195031.03225067,
2021-02-08,350,3.290042392032787,30946.59409513485,107186.28644960829,193369.0154141388,
2021-02-09,351,3.171899345154459,30773.996288319566,106703.21110988386,191711.177257654,
2021-02-10,352,3.0579987288708548,30602.13968517524,106219.3342011689,190057.74683146333,
2021-02-11,353,2.9481881980495364,30431.02387987007,105734.70111477077,188408.94770444764,
2021-02-12,354,2.8423208851253867,30260.648426167598,105249.35690068884,186764.99798982978,
2021-02-13,355,2.740255192233439,30091.012838001887,104763.3462622296,185126.11031298176,
2021-02-14,356,2.6418546040905784,29922.116590051035,104276.71355079279,183492.49186640748,
2021-02-15,357,2.5469875071645016,29753.95911830907,103789.50276119431,181864.3444386271,
2021-02-16,358,2.4555270201608317,29586.53982065627,103301.75753388158,180241.86444508564,
2021-02-17,359,2.3673508144271818,29419.858057427806,102813.52114129293,178625.24296108578,
2021-02-18,360,2.282340952224888,29253.913151980814,102324.83648332146,177014.66575658627,
2021-02-19,361,2.2003837304076264,29088.704391259806,101835.74608528281,175410.3133588227,
2021-02-20,362,2.1213695341449177,28924.23102636049,101346.29209380457,173812.36113132088,
2021-02-21,363,2.0451926817676873,28760.492273091968,100856.51627288933,172220.97922655163,
2021-02-22,364,1.9717512849769199,28597.487312537312,100366.46000015196,170636.3326671737,
